,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
P21917,0.9914,0.9913,0.9467,0.9472,0.9882,0.9879,0.9252,0.9267,0.9871,0.9873,0.9237,0.924,0.9903,0.9903,0.941,0.9411,11184,2797,1271,12710,xgb,cohen_kappa,0.9467
P06734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9677,0.97,0.8246,0.8376,369,93,42,420,xgb,cohen_kappa,1.0
P23526,0.9843,0.9812,0.5933,0.6494,1.0,1.0,1.0,1.0,0.9974,0.9974,0.9532,0.9542,1.0,1.0,1.0,1.0,3048,763,103,3708,rf,cohen_kappa,1.0
P41279,0.9789,0.9778,0.8637,0.8718,0.9789,0.9778,0.8637,0.8718,0.9895,0.9892,0.9354,0.9374,0.9789,0.9778,0.8637,0.8718,378,95,43,430,svc,cohen_kappa,0.9354
O15496,0.9747,0.9622,0.0,0.0,1.0,1.0,1.0,1.0,0.9958,0.9959,0.9209,0.9238,0.9958,0.9959,0.9209,0.9238,947,237,32,1152,rf,f1_score,1.0
P00488,0.9734,0.9603,0.0,0.0,0.9962,0.9961,0.9211,0.924,0.9981,0.9981,0.9645,0.9651,0.9962,0.9963,0.9314,0.9336,2102,526,72,2556,svc,f1_score,0.9981
P32745,0.9927,0.9927,0.9835,0.9837,0.9854,0.9854,0.9673,0.9673,0.9781,0.9783,0.9517,0.9528,0.9124,0.9093,0.7925,0.8046,547,137,228,456,xgb,cohen_kappa,0.9835
P10276,1.0,1.0,1.0,1.0,0.9928,0.9927,0.9561,0.957,0.9928,0.9929,0.959,0.9598,1.0,1.0,1.0,1.0,554,139,63,630,xgb,cohen_kappa,1.0
Q96DB2,0.9858,0.9833,0.6407,0.6866,0.9929,0.9924,0.8464,0.8566,0.9917,0.9918,0.8468,0.847,0.9917,0.9914,0.833,0.8351,3375,844,115,4104,svc,cohen_kappa,0.8468
Q8TDU6,0.9822,0.978,0.5074,0.583,0.9969,0.9968,0.9372,0.939,0.9927,0.993,0.8734,0.877,0.9937,0.9938,0.8857,0.8863,3818,955,129,4644,rf,cohen_kappa,0.9372
Q9NR22,0.9773,0.9758,0.8451,0.8554,1.0,1.0,1.0,1.0,0.9773,0.9784,0.8764,0.8832,0.9545,0.9475,0.6452,0.6901,176,44,20,200,rf,cohen_kappa,1.0
P39900,0.96,0.9596,0.9085,0.9097,0.9689,0.9687,0.9293,0.9297,0.9778,0.9777,0.9495,0.9499,0.9644,0.9639,0.9178,0.9209,900,225,375,750,svc,cohen_kappa,0.9495
P08172,0.9754,0.9752,0.9439,0.9448,0.9809,0.9808,0.9565,0.957,0.9481,0.9484,0.8848,0.8856,0.9617,0.9615,0.9129,0.9135,1464,366,610,1220,rf,cohen_kappa,0.9565
P07900,0.9922,0.9921,0.9513,0.9521,0.9942,0.9941,0.9636,0.9642,0.989,0.9891,0.9347,0.935,0.9922,0.9921,0.9519,0.9522,6168,1543,701,7010,rf,cohen_kappa,0.9636
Q14289,0.9333,0.9346,0.8571,0.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333,0.9312,0.8421,0.8528,57,15,24,48,rf,cohen_kappa,1.0
Q16739,0.9882,0.9865,0.7166,0.7473,0.9988,0.9988,0.9772,0.9774,0.9988,0.9988,0.9781,0.9783,1.0,1.0,1.0,1.0,3374,844,114,4104,mlp,cohen_kappa,1.0
Q13085,0.9911,0.9903,0.8005,0.8169,0.9967,0.9966,0.9331,0.9352,0.9972,0.9972,0.9481,0.9481,0.9994,0.9994,0.9894,0.9895,7192,1799,243,8748,mlp,cohen_kappa,0.9894
P25105,0.9835,0.9827,0.8896,0.8951,0.9858,0.9853,0.9066,0.9106,0.9905,0.9908,0.9448,0.9462,0.9835,0.9835,0.9,0.9001,1689,423,192,1920,svc,cohen_kappa,0.9448
P61073,0.9834,0.9809,0.6798,0.7176,0.9917,0.9912,0.8607,0.8692,0.9967,0.9966,0.9483,0.9496,0.9934,0.993,0.8914,0.8967,2416,604,104,2916,svc,cohen_kappa,0.9483
P23467,0.987,0.9866,0.916,0.9193,0.987,0.9866,0.916,0.9193,0.974,0.974,0.8429,0.8429,0.8701,0.8898,0.4811,0.5288,308,77,35,350,xgb,cohen_kappa,0.916
P48147,0.9886,0.9883,0.9272,0.9296,0.9915,0.9913,0.9462,0.9475,0.9943,0.9943,0.9656,0.9656,0.9858,0.9859,0.9153,0.9154,1408,352,160,1600,svc,cohen_kappa,0.9656
O95819,0.9184,0.8793,0.0,0.0,1.0,1.0,1.0,1.0,0.9592,0.9628,0.7783,0.7981,0.9184,0.8793,0.0,0.0,193,49,22,220,rf,f1_score,1.0
Q05586,0.9735,0.9604,0.0,0.0,0.9928,0.9922,0.8385,0.8497,0.9952,0.9952,0.9066,0.9066,0.988,0.9862,0.7003,0.734,1657,415,56,2016,svc,f1_score,0.9952
P07288,0.9811,0.9802,0.8787,0.8853,0.9811,0.9819,0.8987,0.9033,0.9811,0.9819,0.8987,0.9033,1.0,1.0,1.0,1.0,211,53,24,240,mlp,cohen_kappa,1.0
P48736,0.9932,0.9931,0.9575,0.9584,0.9877,0.9873,0.9213,0.9242,0.985,0.9849,0.909,0.9091,0.9945,0.9945,0.9662,0.9668,2930,733,333,3330,mlp,cohen_kappa,0.9662
Q9UHL4,0.9902,0.9892,0.7745,0.795,0.9954,0.9952,0.9046,0.9088,0.9891,0.9892,0.7985,0.7989,0.9954,0.9952,0.9067,0.909,6956,1739,235,8460,mlp,cohen_kappa,0.9067
Q14833,0.9794,0.9782,0.864,0.8721,0.9897,0.9894,0.9355,0.9375,0.9691,0.9698,0.825,0.8264,0.9897,0.9894,0.9355,0.9375,387,97,44,440,rf,cohen_kappa,0.9355
P53779,0.9821,0.9812,0.8793,0.8858,0.9821,0.9812,0.8793,0.8858,0.9821,0.9815,0.8831,0.8858,0.9821,0.9812,0.8793,0.8858,1337,335,152,1520,svc,cohen_kappa,0.8831
P15428,0.9967,0.9966,0.9338,0.9359,0.9984,0.9983,0.9679,0.9684,1.0,1.0,1.0,1.0,0.9992,0.9992,0.9847,0.9848,4913,1229,166,5976,svc,cohen_kappa,1.0
P11509,0.9739,0.961,0.0,0.0,0.9913,0.9905,0.7957,0.8129,0.9957,0.9955,0.9069,0.9108,0.9913,0.9905,0.7957,0.8129,917,230,31,1116,svc,f1_score,0.9955
P21554,0.9901,0.9899,0.9378,0.9388,0.9904,0.9902,0.9392,0.9407,0.9808,0.9812,0.8878,0.8886,0.9913,0.9913,0.9471,0.9471,13349,3338,1517,15170,mlp,cohen_kappa,0.9471
P07333,0.9943,0.994,0.8814,0.8851,0.9956,0.9955,0.9105,0.9131,0.9966,0.9966,0.9358,0.9358,0.9976,0.9976,0.9542,0.9544,11869,2968,401,14436,mlp,cohen_kappa,0.9542
Q9P1W9,0.9984,0.9984,0.9902,0.9902,0.9976,0.9976,0.9851,0.9852,0.9968,0.9968,0.9807,0.9809,0.9976,0.9976,0.9852,0.9852,4945,1237,562,5620,xgb,cohen_kappa,0.9902
O96017,0.9615,0.962,0.9172,0.9204,1.0,1.0,1.0,1.0,0.9615,0.962,0.9172,0.9204,0.8846,0.8873,0.7636,0.7859,103,26,43,86,rf,cohen_kappa,1.0
Q99572,0.9958,0.9957,0.9741,0.9742,0.9954,0.9954,0.972,0.9722,0.9867,0.9869,0.9226,0.9236,0.9951,0.9951,0.9704,0.9704,12302,3076,1398,13980,xgb,cohen_kappa,0.9741
P43119,0.9795,0.9782,0.8586,0.8673,0.9932,0.993,0.9563,0.9572,0.9863,0.9863,0.9156,0.9156,0.9932,0.993,0.9563,0.9572,580,146,66,660,rf,cohen_kappa,0.9563
Q02750,0.9959,0.9959,0.9745,0.9748,0.9959,0.9959,0.9745,0.9748,0.9959,0.9959,0.975,0.975,0.9959,0.9959,0.975,0.975,1944,487,221,2210,svc,cohen_kappa,0.975
P23458,0.9979,0.9979,0.987,0.987,0.9979,0.9979,0.987,0.987,0.997,0.997,0.9819,0.9819,0.9987,0.9987,0.9922,0.9922,9380,2346,1066,10660,mlp,cohen_kappa,0.9922
O43318,0.9091,0.8658,0.0,0.0,0.9636,0.9594,0.7317,0.7596,0.9636,0.9594,0.7317,0.7596,0.9636,0.9594,0.7317,0.7596,220,55,25,250,rf,f1_score,0.9594
P42336,0.9945,0.9944,0.9657,0.966,0.9948,0.9948,0.968,0.9682,0.9958,0.9959,0.975,0.975,0.9969,0.9969,0.9811,0.9811,11545,2887,1312,13120,mlp,cohen_kappa,0.9811
P41180,0.9809,0.9761,0.473,0.5565,0.9956,0.9954,0.912,0.9156,0.9956,0.9958,0.9246,0.9272,0.9971,0.997,0.9429,0.9445,2725,682,93,3314,mlp,cohen_kappa,0.9429
Q9HBH1,0.9848,0.9842,0.9009,0.9054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264,66,30,300,rf,cohen_kappa,1.0
O60760,0.9588,0.955,0.6987,0.7155,0.9706,0.9679,0.7848,0.8036,0.9412,0.9443,0.6737,0.6795,0.9588,0.9567,0.7187,0.724,677,170,77,770,rf,cohen_kappa,0.7848
O00408,0.9964,0.9962,0.9263,0.9281,0.998,0.998,0.9612,0.9619,0.9989,0.9989,0.9786,0.9786,0.9978,0.9977,0.9563,0.9565,14267,3567,482,17352,svc,cohen_kappa,0.9786
Q9GZQ6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,47,21,210,xgb,cohen_kappa,1.0
Q04760,0.9731,0.9598,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,889,223,32,1080,rf,f1_score,1.0
P10827,0.9912,0.9912,0.9475,0.9475,0.9956,0.9955,0.9732,0.9735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,906,227,103,1030,svc,cohen_kappa,1.0
Q7Z601,0.95,0.9399,0.55,0.6159,1.0,1.0,1.0,1.0,0.9833,0.984,0.9,0.9045,1.0,1.0,1.0,1.0,237,60,27,270,rf,cohen_kappa,1.0
Q8TCT1,0.9677,0.9648,0.7832,0.8023,0.9839,0.9832,0.9003,0.9048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,246,62,28,280,svc,cohen_kappa,1.0
P18031,0.9891,0.9888,0.931,0.9323,0.9904,0.9902,0.9392,0.941,0.9822,0.9823,0.8932,0.8932,0.9904,0.9904,0.9421,0.9421,5852,1463,665,6650,mlp,cohen_kappa,0.9421
P04278,1.0,1.0,1.0,1.0,0.9949,0.9948,0.9686,0.9691,0.9949,0.995,0.9702,0.9706,0.9949,0.9948,0.9686,0.9691,783,196,89,890,xgb,cohen_kappa,1.0
P02766,0.7778,0.7641,0.4545,0.4725,0.7778,0.7381,0.4,0.5,0.7778,0.7641,0.4545,0.4725,0.7778,0.7381,0.4,0.5,69,18,29,58,xgb,cohen_kappa,0.4545
Q9Y5Z0,0.9935,0.9931,0.862,0.8703,0.9973,0.9972,0.946,0.9474,0.9986,0.9986,0.9743,0.9743,0.9969,0.9969,0.9411,0.9413,11724,2932,400,14256,svc,cohen_kappa,0.9743
P39086,0.9973,0.9973,0.946,0.9474,0.9991,0.9991,0.9826,0.9827,0.9973,0.9974,0.9494,0.9496,0.9991,0.9991,0.9831,0.9833,4499,1125,152,5472,mlp,cohen_kappa,0.9831
Q14680,0.9993,0.9993,0.9955,0.9955,0.9993,0.9993,0.9955,0.9955,0.9993,0.9993,0.9955,0.9956,1.0,1.0,1.0,1.0,5429,1358,617,6170,mlp,cohen_kappa,1.0
P22413,0.9592,0.9528,0.6475,0.6919,0.9796,0.9782,0.8464,0.8566,0.9184,0.9256,0.5566,0.5708,0.9796,0.9782,0.8464,0.8566,193,49,22,220,rf,cohen_kappa,0.8464
Q7Z2W7,0.9905,0.9902,0.9397,0.9414,0.9905,0.9902,0.9397,0.9414,0.9905,0.9903,0.9405,0.9414,0.9932,0.9931,0.9575,0.9584,2939,735,334,3340,mlp,cohen_kappa,0.9575
P52333,0.9934,0.9933,0.959,0.9595,0.9905,0.9903,0.9404,0.9412,0.9912,0.9912,0.9471,0.9472,0.9934,0.9934,0.9599,0.9599,5447,1362,619,6190,mlp,cohen_kappa,0.9599
Q13255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856,0.9861,0.9189,0.922,0.9904,0.9904,0.9421,0.9421,836,209,95,950,xgb,cohen_kappa,1.0
O15229,0.9835,0.9827,0.8911,0.8964,0.9917,0.9916,0.9479,0.9492,0.9835,0.9835,0.9,0.9,0.9835,0.9827,0.8911,0.8964,484,121,55,550,rf,cohen_kappa,0.9479
Q9Y210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,49,22,220,xgb,cohen_kappa,1.0
Q9HCR9,0.9725,0.9589,0.0,0.0,0.9945,0.9942,0.8861,0.8919,0.989,0.9895,0.8125,0.8161,0.9972,0.9972,0.946,0.9473,1450,363,49,1764,mlp,f1_score,0.9972
Q14164,0.973,0.9596,0.0,0.0,0.997,0.9969,0.9396,0.9414,0.994,0.9943,0.8969,0.9017,0.988,0.989,0.8122,0.8269,1332,333,45,1620,rf,f1_score,0.9969
P0C869,0.9741,0.9613,0.0,0.0,0.9948,0.9945,0.8863,0.8921,1.0,1.0,1.0,1.0,0.9845,0.9812,0.565,0.6275,769,193,26,936,svc,f1_score,1.0
P32238,0.9886,0.9872,0.7279,0.7565,0.9964,0.9964,0.9297,0.9305,0.9972,0.9972,0.9473,0.9476,0.9972,0.9972,0.9459,0.9459,5630,1408,192,6846,svc,cohen_kappa,0.9473
Q96GD4,0.9951,0.9949,0.898,0.9027,0.9965,0.9964,0.9291,0.9314,0.9977,0.9977,0.9564,0.9566,0.9977,0.9976,0.9546,0.9549,17168,4292,580,20880,svc,cohen_kappa,0.9564
P48169,0.973,0.9596,0.0,0.0,0.9932,0.9928,0.8538,0.863,0.973,0.973,0.4861,0.4861,0.9797,0.9808,0.6563,0.6607,592,148,20,720,rf,f1_score,0.9928
O95749,0.9745,0.9618,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1095,274,37,1332,rf,f1_score,1.0
P32297,0.973,0.9596,0.0,0.0,0.973,0.9596,0.0,0.0,0.9662,0.9639,0.2688,0.2717,0.9797,0.9738,0.3934,0.4949,592,148,20,720,mlp,f1_score,0.9738
Q14832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844,0.9837,0.9006,0.9051,255,64,29,290,xgb,cohen_kappa,1.0
P04062,0.9838,0.983,0.8932,0.8983,0.987,0.9866,0.916,0.9193,0.9838,0.9834,0.8968,0.8985,0.987,0.9866,0.916,0.9193,1232,308,140,1400,rf,cohen_kappa,0.916
Q13546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848,0.9854,0.9147,0.9181,1.0,1.0,1.0,1.0,264,66,30,300,xgb,cohen_kappa,1.0
P48048,0.9883,0.9867,0.7217,0.7514,0.9971,0.997,0.9419,0.9435,0.9961,0.9962,0.929,0.9296,0.9971,0.9971,0.9476,0.9489,4084,1022,138,4968,mlp,cohen_kappa,0.9476
Q04609,0.9977,0.9976,0.9577,0.9586,0.9992,0.9992,0.9863,0.9864,0.9992,0.9992,0.9863,0.9864,0.9977,0.9977,0.9599,0.9599,5200,1301,191,6310,rf,cohen_kappa,0.9863
P29474,0.9479,0.9378,0.5606,0.6241,0.9635,0.9592,0.7225,0.7521,0.9427,0.946,0.6866,0.6937,0.9688,0.9657,0.7697,0.791,765,192,87,870,mlp,cohen_kappa,0.7697
Q16581,0.9714,0.9573,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,976,245,33,1188,rf,f1_score,1.0
Q15139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9697,0.9693,0.9302,0.9325,1.0,1.0,1.0,1.0,132,33,55,110,xgb,cohen_kappa,1.0
Q9UHC9,0.9149,0.8742,0.0,0.0,0.9787,0.9773,0.8459,0.8561,0.9787,0.9798,0.8773,0.884,0.9574,0.9612,0.7773,0.7973,184,47,21,210,svc,f1_score,0.9798
P22102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,29,48,96,xgb,cohen_kappa,1.0
P08473,0.9909,0.9908,0.9433,0.944,0.9924,0.9923,0.9524,0.9535,0.9909,0.9908,0.9433,0.944,0.9939,0.9939,0.9628,0.9629,2640,660,300,3000,mlp,cohen_kappa,0.9628
Q08345,0.9724,0.9588,0.0,0.0,0.9847,0.9818,0.6087,0.6615,0.9877,0.987,0.7438,0.75,0.9877,0.986,0.7085,0.7407,1302,326,44,1584,svc,f1_score,0.987
P27694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369,93,42,420,xgb,cohen_kappa,1.0
P49281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264,66,30,300,xgb,cohen_kappa,1.0
P07550,0.9935,0.9932,0.8629,0.8693,0.9958,0.9957,0.9152,0.9174,0.9935,0.9937,0.881,0.8816,0.9966,0.9965,0.9335,0.9337,10537,2635,356,12816,mlp,cohen_kappa,0.9335
P25025,0.9964,0.9964,0.9782,0.9782,0.9952,0.9952,0.9704,0.9708,0.9928,0.9929,0.9576,0.958,0.9988,0.9988,0.9927,0.9927,3344,836,380,3800,mlp,cohen_kappa,0.9927
P08588,0.9938,0.9934,0.8664,0.8743,0.9969,0.9968,0.9372,0.939,0.9964,0.9963,0.9288,0.9293,0.9969,0.9968,0.9384,0.9392,7725,1932,261,9396,mlp,cohen_kappa,0.9384
P49146,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,880,220,100,1000,xgb,cohen_kappa,0.9719
Q9BSW2,0.9735,0.9604,0.0,0.0,1.0,1.0,1.0,1.0,0.9952,0.9954,0.9142,0.9176,1.0,1.0,1.0,1.0,1657,415,56,2016,rf,f1_score,1.0
P22460,0.9755,0.9754,0.9446,0.9447,0.9755,0.9755,0.9451,0.9452,0.9785,0.9786,0.9519,0.9519,0.9785,0.9785,0.9517,0.9517,1300,326,542,1084,svc,cohen_kappa,0.9519
P18825,0.989,0.9877,0.742,0.768,0.9938,0.9934,0.8682,0.8758,0.9914,0.9915,0.8404,0.8405,0.9943,0.9941,0.8839,0.8865,8376,2095,283,10188,mlp,cohen_kappa,0.8839
Q9NYA1,0.9796,0.9782,0.8464,0.8566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,49,22,220,rf,cohen_kappa,1.0
Q9UIQ6,0.9677,0.9643,0.7529,0.777,0.9785,0.9771,0.8458,0.856,1.0,1.0,1.0,1.0,0.9892,0.9889,0.9275,0.93,369,93,42,420,svc,cohen_kappa,1.0
Q8TDS4,0.9847,0.9841,0.9008,0.9053,0.9847,0.9841,0.9008,0.9053,0.9847,0.9844,0.9047,0.9057,0.9847,0.9841,0.9008,0.9053,1047,262,119,1190,svc,cohen_kappa,0.9047
P35218,0.9862,0.9838,0.6438,0.689,0.9911,0.9903,0.7956,0.8128,0.9862,0.9862,0.7336,0.7336,0.9911,0.9907,0.8118,0.8163,4055,1014,137,4932,mlp,cohen_kappa,0.8118
Q8WTV0,0.9735,0.9713,0.8097,0.8247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,448,113,51,510,rf,cohen_kappa,1.0
P08908,0.9843,0.9843,0.9646,0.9646,0.9764,0.9764,0.9468,0.9469,0.9725,0.9725,0.9382,0.9382,0.9788,0.9788,0.9523,0.9523,5090,1273,2121,4242,xgb,cohen_kappa,0.9646
P43405,0.9962,0.9962,0.9769,0.9772,0.9962,0.9962,0.9772,0.9772,0.9941,0.9941,0.9645,0.9645,0.9973,0.9973,0.9837,0.9837,7462,1866,848,8480,mlp,cohen_kappa,0.9837
P00746,0.9995,0.9995,0.9914,0.9914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17730,4433,599,21564,rf,cohen_kappa,1.0
O95822,0.9894,0.9892,0.9339,0.9347,0.9894,0.9891,0.9325,0.9346,0.9958,0.9958,0.9744,0.9744,0.9894,0.9892,0.9339,0.9347,1883,471,214,2140,svc,cohen_kappa,0.9744
P31751,0.9919,0.9918,0.9497,0.9501,0.9903,0.9901,0.9381,0.9399,0.9968,0.9968,0.9804,0.9804,0.9968,0.9968,0.9804,0.9804,2472,619,281,2810,svc,cohen_kappa,0.9804
P47712,0.9896,0.9895,0.9764,0.9767,0.9896,0.9895,0.9764,0.9767,1.0,1.0,1.0,1.0,0.9583,0.9583,0.9062,0.9062,384,96,160,320,svc,cohen_kappa,1.0
Q99685,0.9706,0.9705,0.9333,0.9336,0.9902,0.9902,0.9778,0.978,0.9118,0.9121,0.8029,0.8031,0.9314,0.932,0.8489,0.8507,408,102,170,340,rf,cohen_kappa,0.9778
P41594,0.9921,0.992,0.9506,0.9514,0.9945,0.9944,0.9661,0.9662,0.9874,0.9874,0.9241,0.9241,0.9937,0.9937,0.9614,0.9615,5068,1268,576,5760,rf,cohen_kappa,0.9661
O43924,0.9902,0.9899,0.9358,0.9378,0.9902,0.9899,0.9358,0.9378,0.9804,0.9813,0.8893,0.8948,0.9804,0.9813,0.8893,0.8948,404,102,46,460,xgb,cohen_kappa,0.9358
P11217,0.9828,0.983,0.8996,0.9001,0.9943,0.9942,0.9646,0.9652,0.977,0.9776,0.8697,0.8715,0.9713,0.9724,0.8413,0.8451,695,174,79,790,rf,cohen_kappa,0.9646
P33032,0.9827,0.9799,0.6588,0.7009,0.9957,0.9955,0.9311,0.9333,0.9957,0.9957,0.9353,0.9353,0.9957,0.9955,0.9311,0.9333,1850,463,82,2231,svc,cohen_kappa,0.9353
O95977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9609,0.9639,0.8063,0.8219,510,128,58,580,xgb,cohen_kappa,1.0
O00206,0.9091,0.8658,0.0,0.0,1.0,1.0,1.0,1.0,0.9773,0.9784,0.8764,0.8832,0.9545,0.9585,0.7755,0.7958,176,44,20,200,rf,f1_score,1.0
Q12908,0.9965,0.9964,0.9297,0.932,1.0,1.0,1.0,1.0,0.9993,0.9993,0.987,0.9871,0.9986,0.9986,0.9743,0.9746,5742,1436,194,6984,rf,cohen_kappa,1.0
Q9UBN7,0.9792,0.9791,0.9528,0.9532,0.9682,0.9679,0.9272,0.9287,0.9462,0.9464,0.8799,0.8801,0.956,0.9557,0.8999,0.9004,3271,818,1363,2726,xgb,cohen_kappa,0.9528
P28221,0.9917,0.9916,0.9479,0.9492,0.99,0.9897,0.9361,0.938,0.9888,0.9888,0.9327,0.9328,0.9923,0.9923,0.9529,0.953,6776,1694,770,7700,mlp,cohen_kappa,0.9529
P00492,0.987,0.9866,0.916,0.9193,0.987,0.9866,0.916,0.9193,1.0,1.0,1.0,1.0,0.987,0.9866,0.916,0.9193,308,77,35,350,svc,cohen_kappa,1.0
O00311,0.9918,0.9911,0.8195,0.8332,0.9991,0.9991,0.9826,0.9827,0.9973,0.9973,0.951,0.9521,0.9964,0.9962,0.9267,0.9292,4410,1103,149,5364,rf,cohen_kappa,0.9826
P41143,0.9948,0.9947,0.9678,0.968,0.9965,0.9965,0.9785,0.9787,0.9942,0.9942,0.9647,0.9647,0.9945,0.9945,0.9666,0.9666,13736,3435,1561,15610,rf,cohen_kappa,0.9785
Q14397,0.9726,0.9591,0.0,0.0,0.9958,0.9956,0.9145,0.9179,1.0,1.0,1.0,1.0,0.9979,0.9978,0.9589,0.9597,1894,474,64,2304,svc,f1_score,1.0
Q9HC97,0.973,0.9596,0.0,0.0,0.9865,0.9843,0.6606,0.7022,0.9865,0.9859,0.7204,0.7236,0.982,0.9802,0.5912,0.6039,888,222,30,1080,svc,f1_score,0.9859
Q9H6Z9,0.9852,0.9823,0.6023,0.6565,0.9951,0.9948,0.894,0.8991,0.9934,0.9936,0.879,0.8806,0.9951,0.9948,0.894,0.8991,2427,607,82,2952,rf,cohen_kappa,0.894
P13497,0.9941,0.9938,0.8755,0.8824,0.9991,0.9991,0.9826,0.9827,1.0,1.0,1.0,1.0,0.9986,0.9986,0.9741,0.9741,8850,2213,299,10764,svc,cohen_kappa,1.0
P41597,0.9984,0.9983,0.99,0.99,0.9962,0.9961,0.9764,0.9766,0.9918,0.9919,0.9517,0.9523,0.9967,0.9967,0.9803,0.9804,7295,1824,829,8290,xgb,cohen_kappa,0.99
P36888,0.9879,0.9878,0.9253,0.9257,0.9879,0.9877,0.9246,0.9254,0.9917,0.9916,0.9488,0.9489,0.9898,0.9898,0.938,0.938,4312,1078,490,4900,svc,cohen_kappa,0.9488
O00748,0.9822,0.9778,0.4932,0.5721,0.9985,0.9985,0.9707,0.9711,0.9911,0.9915,0.8455,0.85,0.9866,0.9865,0.736,0.7363,2693,674,91,3276,rf,cohen_kappa,0.9707
P42338,0.99,0.9898,0.9379,0.9385,0.9922,0.992,0.9512,0.9523,0.9922,0.9923,0.9543,0.9548,0.9967,0.9966,0.9795,0.9797,3590,898,408,4080,mlp,cohen_kappa,0.9795
Q9Y3Q4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143,0.645,0.2432,0.3721,55,14,23,46,xgb,cohen_kappa,1.0
P46663,0.9936,0.9932,0.8658,0.8737,0.997,0.9969,0.9404,0.9421,0.9953,0.9954,0.9162,0.9172,0.998,0.998,0.9615,0.9618,11933,2984,409,14508,mlp,cohen_kappa,0.9615
Q9NP59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,17,28,56,xgb,cohen_kappa,1.0
Q04828,0.973,0.9596,0.0,0.0,0.9932,0.9928,0.8538,0.863,0.9865,0.9843,0.6606,0.7022,0.973,0.9686,0.3211,0.3414,592,148,20,720,rf,f1_score,0.9928
O75116,0.9893,0.989,0.9317,0.9339,0.9878,0.9875,0.9219,0.9241,0.9939,0.9939,0.963,0.963,0.9916,0.9915,0.9478,0.9483,5253,1314,597,5970,svc,cohen_kappa,0.963
P08238,0.9973,0.9973,0.9836,0.9836,0.9973,0.9973,0.9834,0.9835,0.9986,0.9986,0.9918,0.9919,0.9905,0.9907,0.9444,0.9451,2948,737,335,3350,svc,cohen_kappa,0.9918
O96013,0.9722,0.9716,0.8269,0.8283,0.9907,0.9905,0.9423,0.9439,1.0,1.0,1.0,1.0,0.9815,0.9815,0.8898,0.8898,431,108,49,490,svc,cohen_kappa,1.0
P06756,0.9714,0.9573,0.0,0.0,0.9959,0.9958,0.921,0.9239,0.9959,0.9958,0.921,0.9239,0.9918,0.9912,0.8293,0.8416,978,245,35,1188,rf,f1_score,0.9958
P34972,0.9943,0.9942,0.9647,0.965,0.99,0.9898,0.9373,0.9382,0.99,0.9901,0.9409,0.9413,0.9945,0.9945,0.9668,0.9668,16790,4198,1908,19080,mlp,cohen_kappa,0.9668
