,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
Q13255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856,0.9861,0.9189,0.922,0.9904,0.9904,0.9421,0.9421,836,209,95,950,xgb,cohen_kappa,1.0
P42262,0.9806,0.9799,0.8747,0.8783,0.9834,0.9826,0.891,0.8964,0.9806,0.9812,0.8907,0.8934,0.9834,0.9829,0.8942,0.8964,1443,361,164,1640,mlp,cohen_kappa,0.8942
P51681,0.9966,0.9965,0.9788,0.979,0.9977,0.9977,0.986,0.986,0.9954,0.9954,0.9726,0.9727,0.9973,0.9973,0.9838,0.9838,10436,2610,1186,11860,rf,cohen_kappa,0.986
O43614,0.996,0.996,0.9911,0.9911,0.998,0.998,0.9955,0.9955,0.9781,0.9782,0.9512,0.9514,0.9841,0.9841,0.9641,0.9642,2008,503,837,1674,rf,cohen_kappa,0.9955
P27707,0.9913,0.9911,0.9426,0.9442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9913,0.9911,0.9426,0.9442,457,115,52,520,rf,cohen_kappa,1.0
P78536,0.9988,0.9988,0.993,0.993,0.9988,0.9988,0.993,0.993,0.9946,0.9947,0.968,0.9682,0.9977,0.9977,0.9861,0.9861,10428,2607,1185,11850,xgb,cohen_kappa,0.993
Q15722,0.9923,0.9921,0.951,0.9521,0.9897,0.9894,0.9338,0.9358,0.9897,0.9896,0.9355,0.936,0.9871,0.987,0.9205,0.9206,1548,388,176,1760,xgb,cohen_kappa,0.951
Q8IV61,0.9897,0.9894,0.9355,0.9375,0.9897,0.9894,0.9355,0.9375,1.0,1.0,1.0,1.0,0.9897,0.9894,0.9355,0.9375,387,97,44,440,svc,cohen_kappa,1.0
O43613,0.9874,0.9873,0.9714,0.9718,0.9905,0.9905,0.9786,0.9788,0.9716,0.9717,0.9367,0.9369,0.9811,0.9811,0.9575,0.9575,1267,317,528,1056,rf,cohen_kappa,0.9786
O14684,0.9914,0.9912,0.9453,0.9467,0.9871,0.9866,0.9161,0.9193,0.9756,0.9761,0.8587,0.8602,0.9892,0.9891,0.9329,0.9333,5561,1391,632,6320,xgb,cohen_kappa,0.9453
P11217,0.9828,0.983,0.8996,0.9001,0.9943,0.9942,0.9646,0.9652,0.977,0.9776,0.8697,0.8715,0.9713,0.9724,0.8413,0.8451,695,174,79,790,rf,cohen_kappa,0.9646
P10635,0.8627,0.8402,0.3959,0.4389,0.902,0.8859,0.5685,0.6302,0.8824,0.8824,0.5952,0.5952,0.8627,0.8514,0.4566,0.4695,201,51,42,210,svc,cohen_kappa,0.5952
Q00987,0.9984,0.9984,0.9905,0.9905,0.9972,0.9972,0.9827,0.9828,0.9972,0.9972,0.983,0.983,0.9975,0.9975,0.9849,0.9849,12742,3186,1448,14480,xgb,cohen_kappa,0.9905
P21453,0.9954,0.9953,0.9715,0.9717,0.9971,0.9971,0.9822,0.9824,0.9948,0.9948,0.9687,0.9688,0.996,0.996,0.9758,0.976,6916,1730,786,7860,rf,cohen_kappa,0.9822
P16444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176,44,20,200,xgb,cohen_kappa,1.0
Q04912,0.9818,0.9809,0.8791,0.8856,1.0,1.0,1.0,1.0,0.9818,0.9809,0.8791,0.8856,0.9636,0.9663,0.8136,0.8281,220,55,25,250,rf,cohen_kappa,1.0
P50281,0.9921,0.9919,0.9502,0.9514,0.996,0.996,0.9756,0.9759,0.9947,0.9947,0.9681,0.9681,0.9894,0.9892,0.9336,0.9348,3018,755,343,3430,rf,cohen_kappa,0.9756
P08473,0.9909,0.9908,0.9433,0.944,0.9924,0.9923,0.9524,0.9535,0.9909,0.9908,0.9433,0.944,0.9939,0.9939,0.9628,0.9629,2640,660,300,3000,mlp,cohen_kappa,0.9628
Q96DB2,0.9858,0.9833,0.6407,0.6866,0.9929,0.9924,0.8464,0.8566,0.9917,0.9918,0.8468,0.847,0.9917,0.9914,0.833,0.8351,3375,844,115,4104,svc,cohen_kappa,0.8468
O60218,0.9717,0.9694,0.8087,0.8239,0.9811,0.9802,0.8787,0.8853,0.9623,0.9638,0.7973,0.8014,0.9623,0.9623,0.7792,0.7792,422,106,48,480,rf,cohen_kappa,0.8787
P15559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921,0.9922,0.9522,0.9533,0.9921,0.9922,0.9522,0.9533,501,126,57,570,xgb,cohen_kappa,1.0
P25774,0.9956,0.9956,0.9731,0.9733,0.9936,0.9935,0.9602,0.9607,0.9854,0.9855,0.9124,0.9124,0.9951,0.995,0.9699,0.9699,13736,3435,1561,15610,xgb,cohen_kappa,0.9731
P42330,0.9906,0.9896,0.7855,0.8042,0.9956,0.9954,0.9089,0.9127,0.9906,0.9907,0.8268,0.8272,0.9939,0.9936,0.8733,0.878,7222,1806,244,8784,rf,cohen_kappa,0.9089
Q99500,0.9958,0.9957,0.9739,0.9742,0.9979,0.9979,0.9871,0.9872,0.9979,0.9979,0.9873,0.9874,0.9915,0.9913,0.9466,0.9479,1883,471,214,2140,svc,cohen_kappa,0.9873
Q13882,0.9667,0.9662,0.9231,0.9258,0.9667,0.9662,0.9231,0.9258,0.9333,0.9333,0.85,0.85,0.9667,0.967,0.9268,0.9293,120,30,50,100,mlp,cohen_kappa,0.9268
P08908,0.9843,0.9843,0.9646,0.9646,0.9764,0.9764,0.9468,0.9469,0.9725,0.9725,0.9382,0.9382,0.9788,0.9788,0.9523,0.9523,5090,1273,2121,4242,xgb,cohen_kappa,0.9646
P07333,0.9943,0.994,0.8814,0.8851,0.9956,0.9955,0.9105,0.9131,0.9966,0.9966,0.9358,0.9358,0.9976,0.9976,0.9542,0.9544,11869,2968,401,14436,mlp,cohen_kappa,0.9542
P11511,0.9892,0.9889,0.9314,0.933,0.9852,0.9847,0.9045,0.9074,0.9852,0.9852,0.9112,0.9113,0.9872,0.9872,0.9225,0.9225,9970,2493,1133,11330,xgb,cohen_kappa,0.9314
P05413,0.9643,0.9627,0.8679,0.8756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,28,23,115,rf,cohen_kappa,1.0
P05362,0.9865,0.9861,0.9116,0.9152,0.9955,0.9955,0.9719,0.9723,0.9955,0.9955,0.9719,0.9723,0.9955,0.9955,0.9719,0.9723,888,223,101,1010,rf,cohen_kappa,0.9719
P41145,0.9925,0.9923,0.9528,0.9536,0.9899,0.9897,0.9359,0.9378,0.9891,0.9892,0.9352,0.9354,0.9952,0.9953,0.9714,0.9714,14308,3578,1626,16260,mlp,cohen_kappa,0.9714
O15229,0.9835,0.9827,0.8911,0.8964,0.9917,0.9916,0.9479,0.9492,0.9835,0.9835,0.9,0.9,0.9835,0.9827,0.8911,0.8964,484,121,55,550,rf,cohen_kappa,0.9479
Q9UQB9,0.9636,0.9594,0.7317,0.7596,0.9818,0.9809,0.8791,0.8856,0.9818,0.9809,0.8791,0.8856,0.9818,0.9809,0.8791,0.8856,220,55,25,250,rf,cohen_kappa,0.8791
P22102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,29,48,96,xgb,cohen_kappa,1.0
P01042,0.9923,0.9924,0.9558,0.9567,1.0,1.0,1.0,1.0,0.9846,0.9851,0.9146,0.9179,1.0,1.0,1.0,1.0,519,130,59,590,rf,cohen_kappa,1.0
P48048,0.9883,0.9867,0.7217,0.7514,0.9971,0.997,0.9419,0.9435,0.9961,0.9962,0.929,0.9296,0.9971,0.9971,0.9476,0.9489,4084,1022,138,4968,mlp,cohen_kappa,0.9476
P28062,0.9878,0.9874,0.9165,0.9197,0.9878,0.9874,0.9165,0.9197,0.9878,0.9882,0.9267,0.9292,0.9756,0.9756,0.8438,0.8438,325,82,37,370,svc,cohen_kappa,0.9267
P48443,0.9928,0.9927,0.9561,0.957,0.9928,0.9927,0.9561,0.957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,554,139,63,630,svc,cohen_kappa,1.0
Q9HCR9,0.9815,0.9805,0.8789,0.8854,0.9815,0.9805,0.8789,0.8854,0.9815,0.9822,0.8989,0.9035,0.9815,0.9822,0.8989,0.9035,431,108,49,490,svc,cohen_kappa,0.8989
Q9UHC3,0.9474,0.9474,0.8021,0.8021,0.9737,0.9727,0.8939,0.8989,0.9474,0.9474,0.8021,0.8021,0.9474,0.9429,0.7711,0.7921,148,38,31,155,rf,cohen_kappa,0.8939
Q08881,0.9862,0.9856,0.9102,0.9138,0.9901,0.9899,0.9371,0.939,0.9921,0.992,0.9512,0.9515,0.9901,0.9899,0.9371,0.939,2024,506,230,2300,svc,cohen_kappa,0.9512
Q9Y5Z0,0.9935,0.9931,0.862,0.8703,0.9973,0.9972,0.946,0.9474,0.9986,0.9986,0.9743,0.9743,0.9969,0.9969,0.9411,0.9413,11724,2932,400,14256,svc,cohen_kappa,0.9743
P08235,0.9943,0.9942,0.9646,0.9652,0.9972,0.9971,0.9826,0.9827,0.9943,0.9944,0.9666,0.9671,0.9915,0.9915,0.9492,0.9493,1408,352,160,1600,rf,cohen_kappa,0.9826
Q13546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848,0.9854,0.9147,0.9181,1.0,1.0,1.0,1.0,264,66,30,300,xgb,cohen_kappa,1.0
O43318,0.9,0.8814,0.5263,0.5976,0.9,0.8814,0.5263,0.5976,0.9667,0.9651,0.8696,0.8771,0.9,0.8814,0.5263,0.5976,120,30,25,125,svc,cohen_kappa,0.8696
Q13464,0.9925,0.9924,0.9524,0.9535,0.9925,0.9924,0.9524,0.9535,0.9888,0.9887,0.93,0.9303,0.9888,0.9884,0.9272,0.9297,1064,267,121,1210,xgb,cohen_kappa,0.9524
P30530,0.9467,0.9368,0.5763,0.6362,0.9733,0.9713,0.8193,0.833,0.9867,0.9871,0.926,0.9285,0.9867,0.9862,0.9158,0.9191,299,75,34,340,svc,cohen_kappa,0.926
Q16445,0.931,0.9238,0.7129,0.7442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655,0.964,0.8688,0.8764,115,29,24,120,rf,cohen_kappa,1.0
P06756,0.987,0.9866,0.916,0.9193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987,0.9866,0.916,0.9193,308,77,35,350,rf,cohen_kappa,1.0
Q8IXJ6,0.9834,0.983,0.893,0.8948,0.9901,0.9898,0.9358,0.9377,0.9868,0.987,0.9213,0.922,0.9934,0.9933,0.9579,0.9588,1205,302,137,1370,mlp,cohen_kappa,0.9579
O00421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2752,689,93,3348,xgb,cohen_kappa,1.0
Q9NS75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,0.9871,0.9163,0.9195,316,80,36,360,xgb,cohen_kappa,1.0
Q02083,0.971,0.9683,0.785,0.8038,1.0,1.0,1.0,1.0,0.9855,0.986,0.9151,0.9184,0.9855,0.9849,0.9013,0.9057,272,69,31,310,rf,cohen_kappa,1.0
P55055,0.9889,0.9886,0.9286,0.9309,0.9889,0.9886,0.9286,0.9309,0.9905,0.9907,0.9448,0.9462,0.9984,0.9984,0.9904,0.9905,2525,632,287,2870,mlp,cohen_kappa,0.9904
P11474,0.9219,0.8956,0.2661,0.3917,1.0,1.0,1.0,1.0,0.9688,0.9707,0.84,0.851,0.9531,0.9459,0.6444,0.6895,255,64,29,290,rf,cohen_kappa,1.0
P14324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4262,1066,144,5184,xgb,cohen_kappa,1.0
P50750,0.9956,0.9954,0.91,0.9137,0.9974,0.9973,0.9478,0.9491,0.9982,0.9983,0.9678,0.9683,0.9982,0.9982,0.9668,0.9668,4528,1133,153,5508,svc,cohen_kappa,0.9678
P37231,0.9961,0.996,0.9759,0.9762,0.9966,0.9965,0.9789,0.9792,0.9936,0.9936,0.9616,0.9616,0.9956,0.9956,0.9729,0.9731,8166,2042,928,9280,rf,cohen_kappa,0.9789
P49286,0.9971,0.997,0.982,0.9822,0.9978,0.9978,0.9866,0.9867,0.9963,0.9964,0.9782,0.9784,0.9949,0.9948,0.9684,0.9686,5456,1364,620,6200,rf,cohen_kappa,0.9866
P32245,0.9996,0.9996,0.9974,0.9974,0.9996,0.9996,0.9974,0.9974,0.9983,0.9983,0.9896,0.9897,0.9978,0.9978,0.987,0.987,9240,2310,1050,10500,xgb,cohen_kappa,0.9974
Q99685,0.9706,0.9705,0.9333,0.9336,0.9902,0.9902,0.9778,0.978,0.9118,0.9121,0.8029,0.8031,0.9314,0.932,0.8489,0.8507,408,102,170,340,rf,cohen_kappa,0.9778
P29371,0.9919,0.9918,0.9504,0.9506,0.9988,0.9988,0.993,0.993,0.9988,0.9988,0.993,0.993,0.9931,0.993,0.9577,0.9578,3458,865,393,3930,rf,cohen_kappa,0.993
P43490,0.985,0.9844,0.9025,0.9068,0.981,0.9799,0.8731,0.8802,0.966,0.9669,0.8064,0.8084,0.9837,0.9831,0.8944,0.8979,2939,735,334,3340,xgb,cohen_kappa,0.9025
P49281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264,66,30,300,xgb,cohen_kappa,1.0
P55789,0.9271,0.9071,0.3402,0.4275,0.9191,0.8923,0.2218,0.3199,0.8641,0.88,0.3849,0.4045,0.9271,0.9245,0.5285,0.5304,4004,1001,455,4550,mlp,cohen_kappa,0.5285
P06493,0.9866,0.9845,0.6606,0.7023,0.9945,0.9942,0.8825,0.8886,0.9929,0.9931,0.8696,0.8704,0.9969,0.9969,0.9412,0.9416,5091,1273,172,6192,mlp,cohen_kappa,0.9412
Q13085,0.9911,0.9903,0.8005,0.8169,0.9967,0.9966,0.9331,0.9352,0.9972,0.9972,0.9481,0.9481,0.9994,0.9994,0.9894,0.9895,7192,1799,243,8748,mlp,cohen_kappa,0.9894
P08709,0.9958,0.9956,0.9162,0.9194,0.9979,0.9978,0.9597,0.9605,0.9968,0.9969,0.9428,0.943,0.9974,0.9973,0.951,0.9511,7555,1889,264,9180,rf,cohen_kappa,0.9597
P10827,0.9912,0.9912,0.9475,0.9475,0.9956,0.9955,0.9732,0.9735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,906,227,103,1030,svc,cohen_kappa,1.0
P50579,0.9947,0.9947,0.9677,0.9678,0.9947,0.9946,0.9673,0.9678,0.9881,0.9883,0.9305,0.9312,0.9789,0.9778,0.8596,0.8662,3027,757,344,3440,xgb,cohen_kappa,0.9677
P49721,0.942,0.9284,0.4773,0.5599,0.971,0.9683,0.785,0.8038,0.9855,0.9849,0.9013,0.9057,1.0,1.0,1.0,1.0,272,69,31,310,mlp,cohen_kappa,1.0
Q9Y463,0.9916,0.9914,0.9478,0.9491,1.0,1.0,1.0,1.0,0.9916,0.9918,0.9519,0.953,0.9328,0.9148,0.405,0.5039,475,119,54,540,rf,cohen_kappa,1.0
P08575,0.9716,0.9693,0.8033,0.8193,1.0,1.0,1.0,1.0,0.9929,0.993,0.959,0.9599,0.9787,0.9775,0.8582,0.867,563,141,64,640,rf,cohen_kappa,1.0
P25021,0.931,0.9238,0.7129,0.7442,0.9655,0.964,0.8688,0.8764,0.8621,0.8706,0.5827,0.5958,1.0,1.0,1.0,1.0,115,29,24,120,mlp,cohen_kappa,1.0
O43924,0.9902,0.9899,0.9358,0.9378,0.9902,0.9899,0.9358,0.9378,0.9804,0.9813,0.8893,0.8948,0.9804,0.9813,0.8893,0.8948,404,102,46,460,xgb,cohen_kappa,0.9358
Q9Y5Y6,0.9959,0.9959,0.975,0.9753,0.9959,0.9959,0.975,0.9753,1.0,1.0,1.0,1.0,0.9959,0.9959,0.975,0.9753,1962,491,223,2230,svc,cohen_kappa,1.0
P25103,0.9953,0.9952,0.971,0.9712,0.9935,0.9935,0.96,0.9604,0.9896,0.9895,0.9364,0.9365,0.9958,0.9958,0.9742,0.9743,16121,4031,1832,18320,mlp,cohen_kappa,0.9742
P07948,0.9273,0.9127,0.3973,0.4454,0.9545,0.9475,0.6452,0.6901,0.9727,0.9733,0.8421,0.8433,0.9273,0.9302,0.5963,0.5994,440,110,50,500,svc,cohen_kappa,0.8421
Q15125,0.9451,0.9334,0.5226,0.5947,0.967,0.9635,0.7525,0.7767,0.9341,0.9297,0.5365,0.543,0.967,0.9635,0.7525,0.7767,360,91,41,410,rf,cohen_kappa,0.7525
P10145,1.0,1.0,1.0,1.0,0.9583,0.9559,0.8333,0.8452,1.0,1.0,1.0,1.0,0.9583,0.9559,0.8333,0.8452,96,24,20,100,xgb,cohen_kappa,1.0
P03952,0.9895,0.9892,0.9337,0.9357,0.9948,0.9947,0.9677,0.9682,0.9869,0.987,0.9223,0.9225,0.9869,0.9864,0.9159,0.9192,1522,381,173,1730,rf,cohen_kappa,0.9677
P48039,0.9914,0.9912,0.9455,0.9469,0.9914,0.9912,0.9455,0.9469,0.9906,0.9907,0.9444,0.9448,0.9922,0.9923,0.954,0.9547,5112,1279,581,5810,mlp,cohen_kappa,0.954
O75908,0.9951,0.9951,0.9703,0.9707,0.9951,0.9951,0.9703,0.9707,0.9805,0.9809,0.8892,0.8906,0.9951,0.9951,0.9703,0.9707,818,205,93,930,xgb,cohen_kappa,0.9703
Q14289,0.9333,0.9346,0.8571,0.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333,0.9312,0.8421,0.8528,57,15,24,48,rf,cohen_kappa,1.0
P19793,0.9883,0.9879,0.9251,0.9277,0.9977,0.9976,0.9857,0.9858,0.9977,0.9977,0.9861,0.9861,0.9906,0.9908,0.9461,0.9474,1707,427,194,1940,svc,cohen_kappa,0.9861
P16109,0.8857,0.8608,0.4531,0.5412,0.9143,0.9021,0.6237,0.6731,0.9714,0.9704,0.8923,0.8975,0.9429,0.9381,0.7682,0.7897,139,35,29,145,svc,cohen_kappa,0.8923
P09238,0.9773,0.9758,0.8451,0.8554,0.983,0.9822,0.8874,0.8931,0.9886,0.9886,0.9313,0.9313,0.9886,0.9883,0.9272,0.9296,704,176,80,800,svc,cohen_kappa,0.9312
P31391,1.0,1.0,1.0,1.0,0.98,0.9798,0.9548,0.9558,1.0,1.0,1.0,1.0,0.92,0.917,0.811,0.8259,196,50,82,164,xgb,cohen_kappa,1.0
O15382,0.9706,0.9679,0.7848,0.8036,0.9804,0.9793,0.8645,0.8726,0.9608,0.9608,0.7563,0.7563,0.9804,0.9793,0.8645,0.8726,404,102,46,460,rf,cohen_kappa,0.8645
P25116,0.9948,0.9947,0.9674,0.9679,0.9983,0.9982,0.9893,0.9894,0.9948,0.9948,0.9691,0.9695,0.9983,0.9982,0.9893,0.9894,2288,572,260,2600,rf,cohen_kappa,0.9893
P56373,0.9961,0.9961,0.9762,0.9763,0.9983,0.9983,0.9899,0.9899,0.9956,0.9956,0.9736,0.9738,0.9983,0.9983,0.9899,0.9899,7233,1809,822,8220,mlp,cohen_kappa,0.9899
P37058,0.997,0.9969,0.9814,0.9816,0.9939,0.9938,0.9622,0.9629,0.997,0.9969,0.9814,0.9816,0.9939,0.9939,0.9633,0.9633,1320,330,150,1500,xgb,cohen_kappa,0.9814
O15055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,0.9862,0.9158,0.9191,299,75,34,340,xgb,cohen_kappa,1.0
P05091,0.9854,0.9828,0.6335,0.6809,0.9951,0.9949,0.9007,0.9052,0.9951,0.9951,0.9066,0.907,0.9951,0.9949,0.9007,0.9052,2456,615,83,2988,svc,cohen_kappa,0.9066
Q9UHD2,0.9945,0.9944,0.9647,0.9653,0.9945,0.9944,0.9647,0.9653,0.9945,0.9946,0.9667,0.9672,0.9448,0.933,0.5224,0.5946,721,181,82,820,svc,cohen_kappa,0.9667
Q9H3R0,0.9773,0.9771,0.9486,0.9499,0.9773,0.9771,0.9486,0.9499,0.9091,0.9091,0.7977,0.7977,0.8636,0.8636,0.6966,0.6966,175,44,73,146,xgb,cohen_kappa,0.9486
P45983,0.9947,0.9946,0.9668,0.9673,0.9929,0.9928,0.9561,0.9563,0.9947,0.9947,0.9679,0.968,0.9965,0.9965,0.9784,0.9784,2252,564,256,2560,mlp,cohen_kappa,0.9784
Q00535,0.8929,0.8965,0.6613,0.6655,0.8214,0.8276,0.4355,0.4383,0.8214,0.8276,0.4355,0.4383,0.6786,0.7159,0.2921,0.3499,110,28,23,115,xgb,cohen_kappa,0.6613
P45984,0.9602,0.9551,0.7004,0.7341,0.9659,0.9623,0.7519,0.7762,0.9659,0.9659,0.7937,0.7937,0.9716,0.972,0.8328,0.8333,704,176,80,800,mlp,cohen_kappa,0.8328
P14222,0.9483,0.9379,0.5492,0.6153,0.9828,0.9819,0.8797,0.8861,0.9828,0.9819,0.8797,0.8861,0.9655,0.9615,0.7327,0.7604,228,58,26,260,rf,cohen_kappa,0.8797
P45452,0.9989,0.9989,0.9932,0.9932,0.9982,0.9982,0.9891,0.9891,0.996,0.996,0.9758,0.9759,0.9975,0.9975,0.985,0.985,17855,4464,2029,20290,xgb,cohen_kappa,0.9932
Q9H7Z7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9318,0.9398,0.6916,0.727,176,44,20,200,xgb,cohen_kappa,1.0
Q13639,0.9953,0.995,0.9024,0.9067,0.998,0.998,0.9614,0.9621,0.9964,0.9965,0.9361,0.9373,0.9976,0.9976,0.9559,0.956,10124,2532,344,12312,rf,cohen_kappa,0.9614
Q9P1W9,0.9984,0.9984,0.9902,0.9902,0.9976,0.9976,0.9851,0.9852,0.9968,0.9968,0.9807,0.9809,0.9976,0.9976,0.9852,0.9852,4945,1237,562,5620,xgb,cohen_kappa,0.9902
P14410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9895,0.9892,0.9354,0.9374,378,95,43,430,xgb,cohen_kappa,1.0
P04066,0.9899,0.9896,0.9357,0.9376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,396,99,45,450,rf,cohen_kappa,1.0
P06870,0.9781,0.9767,0.8455,0.8558,0.9781,0.9767,0.8455,0.8558,0.9854,0.9848,0.9012,0.9057,0.9635,0.9611,0.7426,0.7516,545,137,62,620,svc,cohen_kappa,0.9012
P21980,0.9884,0.9881,0.9248,0.9274,0.9913,0.9911,0.9444,0.9459,0.9827,0.9831,0.8995,0.9016,0.9913,0.9913,0.9461,0.9462,1381,346,157,1570,mlp,cohen_kappa,0.9461
P47869,0.9856,0.983,0.6252,0.6744,0.9948,0.9947,0.8953,0.8971,0.9794,0.9804,0.6447,0.6484,0.9887,0.9886,0.7785,0.7787,3877,970,131,4716,rf,cohen_kappa,0.8953
P31751,0.9919,0.9918,0.9497,0.9501,0.9903,0.9901,0.9381,0.9399,0.9968,0.9968,0.9804,0.9804,0.9968,0.9968,0.9804,0.9804,2472,619,281,2810,svc,cohen_kappa,0.9804
P62937,0.9869,0.9864,0.916,0.9192,0.9956,0.9956,0.9732,0.9736,0.9956,0.9956,0.9732,0.9736,0.9913,0.9911,0.9452,0.9466,915,229,104,1040,rf,cohen_kappa,0.9732
P43116,0.9862,0.9857,0.9115,0.915,0.9817,0.9807,0.879,0.8855,0.9817,0.982,0.8946,0.8959,0.9817,0.982,0.8946,0.8959,871,218,99,990,xgb,cohen_kappa,0.9115
P14780,0.9973,0.9972,0.9832,0.9833,0.997,0.997,0.9817,0.9818,0.9945,0.9946,0.9672,0.9672,0.9978,0.9978,0.9865,0.9865,16068,4018,1826,18260,mlp,cohen_kappa,0.9865
Q9Y243,0.9942,0.9941,0.9646,0.9652,1.0,1.0,1.0,1.0,0.9884,0.9887,0.9347,0.9367,0.9942,0.9941,0.9646,0.9652,686,172,78,780,rf,cohen_kappa,1.0
O95822,0.9894,0.9892,0.9339,0.9347,0.9894,0.9891,0.9325,0.9346,0.9958,0.9958,0.9744,0.9744,0.9894,0.9892,0.9339,0.9347,1883,471,214,2140,svc,cohen_kappa,0.9744
Q96KS0,0.9868,0.9864,0.9159,0.9192,0.9934,0.9933,0.9594,0.9602,0.9868,0.9868,0.9213,0.9213,0.9868,0.9868,0.9213,0.9213,607,152,69,690,rf,cohen_kappa,0.9594
P48058,0.9878,0.9874,0.9165,0.9197,1.0,1.0,1.0,1.0,0.9634,0.9663,0.8038,0.8198,1.0,1.0,1.0,1.0,325,82,37,370,rf,cohen_kappa,1.0
P20309,0.9873,0.987,0.9193,0.9211,0.9893,0.989,0.9319,0.934,0.9731,0.9732,0.8392,0.8393,0.9883,0.9882,0.9277,0.9281,7876,1969,895,8950,rf,cohen_kappa,0.9319
Q92847,0.997,0.9969,0.9416,0.9427,0.9976,0.9976,0.9538,0.9544,0.9964,0.9965,0.935,0.9355,0.9976,0.9976,0.9543,0.9546,13356,3340,460,16236,mlp,cohen_kappa,0.9543
Q9UQL6,0.9777,0.9762,0.8453,0.8556,0.9832,0.9824,0.8875,0.8932,0.9609,0.959,0.7376,0.7423,0.9777,0.9762,0.8453,0.8556,712,179,81,810,rf,cohen_kappa,0.8875
O14649,1.0,1.0,1.0,1.0,0.9956,0.9956,0.9732,0.9735,0.9911,0.9913,0.9475,0.9488,1.0,1.0,1.0,1.0,897,225,102,1020,xgb,cohen_kappa,1.0
P00488,0.9686,0.9668,0.7832,0.7899,0.9811,0.9801,0.8699,0.8774,0.9874,0.9874,0.9217,0.9217,0.9686,0.9668,0.7832,0.7899,633,159,72,720,svc,cohen_kappa,0.9217
P08684,0.9744,0.9725,0.8285,0.841,0.9744,0.9725,0.8285,0.841,0.9487,0.9522,0.7412,0.7524,0.9487,0.9464,0.6723,0.6763,466,117,53,530,xgb,cohen_kappa,0.8285
P32247,0.9874,0.9855,0.7,0.7338,0.9987,0.9987,0.9761,0.9764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3162,791,108,3845,svc,cohen_kappa,1.0
P23415,0.8421,0.8073,0.1857,0.2211,0.9211,0.9181,0.6816,0.6854,0.9211,0.927,0.7532,0.7773,0.8684,0.8494,0.3791,0.4085,148,38,31,155,svc,cohen_kappa,0.7532
Q14416,0.9892,0.9889,0.9316,0.9338,0.9946,0.9945,0.9667,0.9673,0.9838,0.9836,0.9002,0.9007,0.9784,0.9778,0.8632,0.8652,739,185,84,840,rf,cohen_kappa,0.9667
P30939,0.9853,0.9825,0.609,0.6617,0.9927,0.9921,0.8351,0.8467,0.9912,0.9909,0.819,0.8205,0.9971,0.997,0.9397,0.9414,2723,681,92,3312,mlp,cohen_kappa,0.9397
P49146,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,0.9955,0.9954,0.9719,0.9723,880,220,100,1000,xgb,cohen_kappa,0.9719
Q9Y251,0.9877,0.9866,0.8047,0.8205,0.9982,0.9982,0.9758,0.9761,0.9912,0.9915,0.8891,0.891,0.9947,0.9948,0.9306,0.9308,2276,570,110,2736,rf,cohen_kappa,0.9758
